accession	protein_name	sequence_length	header_line	genbank_id	genbank_link	subfamily	phenotype	natural_or_acquired
AXH79875	CARB-50	298	AXH79875.1 RTG family carbenicillin-hydrolyzing class A beta-lactamase CARB-50 [Acinetobacter baumannii]	MG717455	http://www.ncbi.nlm.nih.gov/nuccore/MG717455?from=1&to=897	CARB-5-like		A
QEJ74003	CARB-51	288	QEJ74003.1 PSE family carbenicillin-hydrolyzing class A beta-lactamase CARB-51 [Pseudomonas aeruginosa]	MN339506	http://www.ncbi.nlm.nih.gov/nuccore/MN339506?from=49&to=915	CARB-2-like		A
QEJ74004	CARB-52	288	QEJ74004.1 PSE family carbenicillin-hydrolyzing class A beta-lactamase CARB-52 [Pseudomonas aeruginosa]	MN339507	http://www.ncbi.nlm.nih.gov/nuccore/MN339507?from=1&to=867	CARB-1-like		A
QIM14707	CARB-53	288	QIM14707.1 PSE family carbenicillin-hydrolyzing class A beta-lactamase CARB-53 [Pseudomonas aeruginosa]	MT160808	http://www.ncbi.nlm.nih.gov/nuccore/MT160808?from=1&to=867	CARB-1-like		A
BAA02496	CARB-54	298	BAA02496.1 beta-lactamase precursor [Proteus mirabilis]	D13209	http://www.ncbi.nlm.nih.gov/nuccore/D13209?from=312&to=1208	CARB-5-like		A
WP_071846358	CARB-55	288	WP_071846358.1 PSE family carbenicillin-hydrolyzing class A beta-lactamase CARB-55 [Salmonella enterica]	NG_052478	http://www.ncbi.nlm.nih.gov/nuccore/NG_052478?from=101&to=967	CARB-1-like		A
AGV20491	CARB-56	283	AGV20491.1 beta-lactamase [Vibrio alginolyticus NBRC 15630 = ATCC 17749]	CP006719	http://www.ncbi.nlm.nih.gov/nuccore/CP006719?from=1764753&to=1765604	CARB-17-like		N ( Vibrio alginolyticus NBRC 15630 = ATCC 17749)
EMD81332	CARB-57	283	EMD81332.1 beta-lactamase [Vibrio diabolicus E0666]	AMPD01000002	http://www.ncbi.nlm.nih.gov/nuccore/AMPD01000002?from=206822&to=207673	CARB-17-like		N ( Vibrio alginolyticus E0666)
EHB1181979	CARB-58	288	EHB1181979.1 PSE family carbenicillin-hydrolyzing class A beta-lactamase [Salmonella enterica subsp. enterica serovar Typhimurium]	AAYVIP010000086	http://www.ncbi.nlm.nih.gov/nuccore/AAYVIP010000086?from=33&to=899	CARB-1-like		A
XGD01532	CARB-59	288	XGD01532.1 PSE family carbenicillin-hydrolyzing class A beta-lactamase CARB-59 [Vibrio cholerae]	PQ246093	http://www.ncbi.nlm.nih.gov/nuccore/PQ246093?from=1&to=867	CARB-1-like		N ( Vibrio cholerae VC41)
XGD01533	CARB-60	288	XGD01533.1 PSE family carbenicillin-hydrolyzing class A beta-lactamase CARB-60 [Vibrio cholerae]	PQ246094	http://www.ncbi.nlm.nih.gov/nuccore/PQ246094?from=1&to=867	CARB-1-like		N ( Vibrio cholerae VC12-VC36-VC92-VC95)
XGD01535	CARB-61	288	XGD01535.1 PSE family carbenicillin-hydrolyzing class A beta-lactamase CARB-61 [Vibrio paracholerae]	PQ246096	http://www.ncbi.nlm.nih.gov/nuccore/PQ246096?from=1&to=867	CARB-1-like		N ( Vibrio paracholerae VC84)
XGD01536	CARB-62	288	XGD01536.1 PSE family carbenicillin-hydrolyzing class A beta-lactamase CARB-62 [Vibrio cholerae]	PQ246097	http://www.ncbi.nlm.nih.gov/nuccore/PQ246097?from=1&to=867	CARB-1-like		N ( Vibrio cholerae VC58)
EFV25597	CblA-1	296	EFV25597.1 beta-lactamase [Bacteroides sp. 4_1_36]	ACTC01000085	http://www.ncbi.nlm.nih.gov/nuccore/ACTC01000085?from=21362&to=22252&strand=2			N ( Bacteroides sp. 4_1_36)
ALF06101	CBP-1	308	ALF06101.1 penicillin-hydrolyzing class A beta-lactamase CBP-1 [Clostridium botulinum]	KP718480	http://www.ncbi.nlm.nih.gov/nuccore/KP718480?from=1&to=927			N ( Clostridium botulinum )
CAA44485	CdiA-1	294	CAA44485.1 class A Beta-lactamase [Citrobacter koseri]	X62610	http://www.ncbi.nlm.nih.gov/nuccore/X62610?from=166&to=1050	SED-like		N ( Citrobacter koseri )
CAA54738	CdiA-2	294	CAA54738.1 beta-lactamase [Citrobacter koseri]	X77657	http://www.ncbi.nlm.nih.gov/nuccore/X77657?from=199&to=1083	SED-like		N ( Citrobacter koseri )
WWB25208	CdiA-3	294	WWB25208.1 class A beta-lactamase SED-2 [Citrobacter amalonaticus]	PP336699	http://www.ncbi.nlm.nih.gov/nuccore/PP336699?from=1&to=885			N ( Citrobacter amalonaticus )
AAA21532	CepA-1	300	AAA21532.1 beta-lactamase [Bacteroides fragilis]	U05883	http://www.ncbi.nlm.nih.gov/nuccore/U05883?from=556&to=1458		2e	N ( Bacteroides fragilis )
AAA21533	CepA-2	300	AAA21533.1 beta-lactamase [Bacteroides fragilis]	U05884	http://www.ncbi.nlm.nih.gov/nuccore/U05884?from=556&to=1458			N ( Bacteroides fragilis )
AAA21534	CepA-3	300	AAA21534.1 beta-lactamase [Bacteroides fragilis]	U05885	http://www.ncbi.nlm.nih.gov/nuccore/U05885?from=557&to=1459			N ( Bacteroides fragilis )
AAA21535	CepA-4	300	AAA21535.1 beta-lactamase [Bacteroides fragilis]	U05886	http://www.ncbi.nlm.nih.gov/nuccore/U05886?from=404&to=1306			N ( Bacteroides fragilis )
CBX07046	CepA-5	300	CBX07046.1 beta-lactamase [Bacteroides fragilis]	FR688021	http://www.ncbi.nlm.nih.gov/nuccore/FR688021?from=1&to=903			N ( Bacteroides fragilis )
KXU41062	CepA-6	300	KXU41062.1 beta-lactamase [Bacteroides fragilis]	KQ971000	http://www.ncbi.nlm.nih.gov/nuccore/KQ971000?from=273041&to=273943			N ( Bacteroides cellulosilyticus )
AMJ56020	CESS-1	297	AMJ56020.1 class A beta-lactamase [Stenotrophomonas sp. KCTC 12332]	CP014274	http://www.ncbi.nlm.nih.gov/nuccore/CP014274?from=1093034&to=1093927&strand=2			N ( Stenotrophomonas sp. KCTC 12332 YM1)
AAD43600	CfxA-1	321	AAD43600.1 beta-lactamase [Bacteroides fragilis]	U75371	http://www.ncbi.nlm.nih.gov/nuccore/U75371?from=8234&to=9199&strand=2			A and N ( Bacteroides fragilis )
KXB36938	CfxA-2	321	KXB36938.1 beta-lactamase [Bacteroidales bacterium KA00251]	KQ959262	http://www.ncbi.nlm.nih.gov/nuccore/KQ959262?from=21037&to=22002		2e	A and N ( Bacteroidales bacterium KA00251)
CUQ50797	CfxA-3	321	CUQ50797.1 beta-lactamase [Bacteroides caccae]	CZBL01000020	http://www.ncbi.nlm.nih.gov/nuccore/CZBL01000020?from=95082&to=96047			A and N ( Bacteroides caccae )
AAV37205	CfxA-4	321	AAV37205.1 beta-lactamase [Bacteroides fragilis]	AY769933	http://www.ncbi.nlm.nih.gov/nuccore/AY769933?from=1&to=966			A and N ( Bacteroides fragilis )
KDS26384	CfxA-5	321	KDS26384.1 beta-lactamase family protein [Phocaeicola vulgatus str. 3775 SL(B) 10 (iv)]	JNHI01000045	http://www.ncbi.nlm.nih.gov/nuccore/JNHI01000045?from=70127&to=71092&strand=2			A and N ( Bacteroides vulgatus str. 3775 SL(B) 10 (iv))
AAM48117	CfxA-6	321	AAM48117.1 CfxA2-like beta-lactamase [Segatella buccae]	AF504910	http://www.ncbi.nlm.nih.gov/nuccore/AF504910?from=1&to=966			N ( Prevotella buccae )
AAM48121	CfxA-7	321	AAM48121.1 CfxA2-like beta-lactamase [Prevotella denticola]	AF504914	http://www.ncbi.nlm.nih.gov/nuccore/AF504914?from=1&to=966			N ( Prevotella denticola )
AAM48116	CfxA-8	321	AAM48116.1 CfxA2-like beta-lactamase [Prevotella bivia]	AF504909	http://www.ncbi.nlm.nih.gov/nuccore/AF504909?from=1&to=966			N ( Prevotella bivia )
AAM48122	CfxA-9	321	AAM48122.1 CfxA2-like beta-lactamase [Prevotella intermedia]	AF504915	http://www.ncbi.nlm.nih.gov/nuccore/AF504915?from=1&to=966			N ( Prevotella intermedia )
AAM48124	CfxA-10	321	AAM48124.1 CfxA2-like beta-lactamase [Prevotella melaninogenica]	AF504917	http://www.ncbi.nlm.nih.gov/nuccore/AF504917?from=1&to=966			N ( Prevotella melaninogenica )
AAM48125	CfxA-11	321	AAM48125.1 CfxA2-like beta-lactamase [Hoylesella oralis]	AF504918	http://www.ncbi.nlm.nih.gov/nuccore/AF504918?from=1&to=966			N ( Prevotella oralis )
MCP9553968	SegacoprA-1	320	MCP9553968.1 broad-spectrum class A beta-lactamase CfxA6 [Prevotella copri]	JANDWR010000075	http://www.ncbi.nlm.nih.gov/nuccore/JANDWR010000075?from=153&to=1115			N ( Segatella copri HF1482)
AAL55262	CGA-1	292	AAL55262.1 extended-spectrum class A beta-lactamase [Chryseobacterium gleum]	AF339733	http://www.ncbi.nlm.nih.gov/nuccore/AF339733?from=437&to=1315		2be	N ( Chryseobacterium gleum )
BAL40892	CIA-1	292	BAL40892.1 extended-spectrum beta-lactamase [Chryseobacterium indologenes NBRC 14944]	AB639753	http://www.ncbi.nlm.nih.gov/nuccore/AB639753?from=1&to=879			N ( Chryseobacterium indologenes NBRC 14944)
BAL40893	CIA-2	292	BAL40893.1 extended-spectrum class A beta-lactamase [Chryseobacterium indologenes]	AB674566	http://www.ncbi.nlm.nih.gov/nuccore/AB674566?from=1&to=879			N ( Chryseobacterium indologenes )
BAL40894	CIA-3	292	BAL40894.1 extended-spectrum class A beta-lactamase [Chryseobacterium indologenes]	AB674567	http://www.ncbi.nlm.nih.gov/nuccore/AB674567?from=1&to=879			N ( Chryseobacterium indologenes )
BAL40895	CIA-4	292	BAL40895.1 extended-spectrum class A beta-lactamase [Chryseobacterium indologenes]	AB674568	http://www.ncbi.nlm.nih.gov/nuccore/AB674568?from=1&to=879			N ( Chryseobacterium indologenes )
BAH07623	CKA-1	310	BAH07623.1 hypothetical protein CKR_2572 [Clostridium kluyveri NBRC 12016]	AP009049	http://www.ncbi.nlm.nih.gov/nuccore/AP009049?from=2894654&to=2895586&strand=2			N ( Clostridium kluyveri NBRC 12016)
AAL85333	CKO-1	300	AAL85333.1 class A beta-lactamase CKO-1 [Citrobacter koseri]	AF477396	http://www.ncbi.nlm.nih.gov/nuccore/AF477396?from=1&to=903			N ( Citrobacter koseri )
CAE81357	CKO-2	300	CAE81357.1 class A beta-lactamase [Citrobacter koseri]	AJ609503	http://www.ncbi.nlm.nih.gov/nuccore/AJ609503?from=1&to=903			N ( Citrobacter koseri CK1)
CAE81358	CKO-3	300	CAE81358.1 class A beta-lactamase [Citrobacter koseri]	AJ609504	http://www.ncbi.nlm.nih.gov/nuccore/AJ609504?from=1&to=903			N ( Citrobacter koseri CIP-72.8)
CAC33434	CKO-4	300	CAC33434.1 beta-lactamase MAL-1 [Citrobacter koseri]	AJ277209	http://www.ncbi.nlm.nih.gov/nuccore/AJ277209?from=12&to=914			N ( Citrobacter koseri )
AAP80386	CKO-6	299	AAP80386.1 beta-lactamase MAL-2 [Citrobacter koseri]	AF359512	http://www.ncbi.nlm.nih.gov/nuccore/AF359512?from=3&to=902			N ( Citrobacter koseri )
AGU01684	CM1-P1	334	AGU01684.1 OKP-A-like beta-lactamase [uncultured bacterium]	KF485394	http://www.ncbi.nlm.nih.gov/nuccore/KF485394?from=6516&to=7520			
KUY21918	CME-1	295	KUY21918.1 class A beta-lactamase [Elizabethkingia anophelis]	LNOG01000007	http://www.ncbi.nlm.nih.gov/nuccore/LNOG01000007?from=118725&to=119612	CME-like		N ( Elizabethkingia anophelis )
ABO21421	CME-2	297	ABO21421.1 CME-2 extended spectrum beta-lactamase [Elizabethkingia meningoseptica]	EF394446	http://www.ncbi.nlm.nih.gov/nuccore/EF394446?from=1&to=894	CME-like		N ( Elizabethkingia meningoseptica )
ATC38035	CME-3	299	ATC38035.1 CME family class A extended-spectrum beta-lactamase [Elizabethkingia anophelis R26]	CP023401	http://www.ncbi.nlm.nih.gov/nuccore/CP023401?from=3927518&to=3928417&strand=2	CME-like		N ( Elizabethkingia anophelis R26)
AAF19261	CME-4	297	AAF19261.1 CME_2 extended spectrum beta-lactamase [Elizabethkingia meningoseptica]	AF033200	http://www.ncbi.nlm.nih.gov/nuccore/AF033200?from=330&to=1223	CME-like		N ( Elizabethkingia meningoseptica PINT)
KIA78998	CRP-1	293	KIA78998.1 beta-lactamase [Chromobacterium piscinae]	JTGE01000141	http://www.ncbi.nlm.nih.gov/nuccore/JTGE01000141?from=4336&to=5217&strand=2			N ( Chromobacterium piscinae )
OHX16101	CRP-2	293	OHX16101.1 hypothetical protein BI343_16125 [Chromobacterium amazonense]	MKCR01000026	http://www.ncbi.nlm.nih.gov/nuccore/MKCR01000026?from=88964&to=89845			N ( Chromobacterium amazonense DSM 26508)
WP_043592266	CRH-1	290	WP_043592266.1 MULTISPECIES: carbapenem-hydrolyzing class A beta-lactamase CRH-1 [Chromobacterium]	NZ_JRFR01000016	http://www.ncbi.nlm.nih.gov/nuccore/NZ_JRFR01000016?from=50847&to=51719&strand=2			N ( Chromobacterium haemolyticum )
AQZ55549	CRH-2	290	AQZ55549.1 carbapenem-hydrolyzing class A beta-lactamase CRH-2 [Chromobacterium haemolyticum]	KY773614	http://www.ncbi.nlm.nih.gov/nuccore/KY773614?from=1&to=873			N ( Chromobacterium haemolyticum )
AQZ55550	CRH-3	290	AQZ55550.1 carbapenem-hydrolyzing class A beta-lactamase CRH-3 [Chromobacterium haemolyticum]	KY773615	http://www.ncbi.nlm.nih.gov/nuccore/KY773615?from=1&to=873			N ( Chromobacterium haemolyticum )
BGC54460	CRH-4	290	BGC54460.1 carbapenem-hydrolyzing class A beta-lactamase [Chromobacterium haemolyticum]	LC873139	http://www.ncbi.nlm.nih.gov/nuccore/LC873139?from=1&to=873			N ( Chromobacterium haemolyticum JARB-RN-0104)
ADK47391	CSP-1	293	ADK47391.1 extended spectrum beta-lactamase [Capnocytophaga sputigena]	GQ919044	http://www.ncbi.nlm.nih.gov/nuccore/GQ919044?from=1&to=882			N ( Capnocytophaga sputigena 507)
GIJ97441	CST-1	314	GIJ97441.1 Class A extended-spectrum beta-lactamase CST-1 [Capnocytophaga stomatis]	BOPK01000011	http://www.ncbi.nlm.nih.gov/nuccore/BOPK01000011?from=156100&to=157044			A
ABK06383	CTX-M-1	291	ABK06383.1 beta-lactamase bla-CTX-M-1 (plasmid) [Escherichia coli]	DQ915955	http://www.ncbi.nlm.nih.gov/nuccore/DQ915955?from=1&to=876	CTX-M-1-like	2be	A
BAD34451	CTX-M-2	291	BAD34451.1 beta-lactamase CTX-M-2 [Acinetobacter baumannii]	AB176535	http://www.ncbi.nlm.nih.gov/nuccore/AB176535?from=1&to=876	CTX-M-2-like	2be	A
AFI26272	CTX-M-3	291	AFI26272.1 beta-lactamase CTX-M [Aeromonas hydrophila]	JQ397652	http://www.ncbi.nlm.nih.gov/nuccore/JQ397652?from=628&to=1503	CTX-M-1-like	2be	N ( *Kluyvera ascorbata )
CAA74573	CTX-M-4	291	CAA74573.1 beta lactamase (plasmid) [Salmonella enterica subsp. enterica serovar Typhimurium]	Y14156	http://www.ncbi.nlm.nih.gov/nuccore/Y14156?from=1&to=876	CTX-M-2-like	2be	A
CAB63259	CTX-M-5	291	CAB63259.1 class A beta-lactamase KLUA-2 [Kluyvera ascorbata]	AJ251722	http://www.ncbi.nlm.nih.gov/nuccore/AJ251722?from=1&to=876	CTX-M-2-like	2be	N ( *Kluyvera ascorbata )
CAA06311	CTX-M-6	291	CAA06311.1 beta-lactamase (plasmid) [Salmonella enterica subsp. enterica serovar Typhimurium]	AJ005044	http://www.ncbi.nlm.nih.gov/nuccore/AJ005044?from=1&to=876	CTX-M-2-like	2be	A
CAA06312	CTX-M-7	291	CAA06312.1 CTX-M-7 (plasmid) [Salmonella enterica subsp. enterica serovar Typhimurium]	AJ005045	http://www.ncbi.nlm.nih.gov/nuccore/AJ005045?from=1&to=876	CTX-M-2-like	2be	A
AAF04388	CTX-M-8	291	AAF04388.1 beta-lactamase CTX-M-8 precursor (plasmid) [Citrobacter amalonaticus]	AF189721	http://www.ncbi.nlm.nih.gov/nuccore/AF189721?from=274&to=1149	CTX-M-8-like	2be	A
AAZ30046	CTX-M-9	291	AAZ30046.1 CTX-M-9 (plasmid) [Enterobacter cloacae]	DQ108615	http://www.ncbi.nlm.nih.gov/nuccore/DQ108615?from=5317&to=6192	CTX-M-9-like	2be	A
AAF65843	CTX-M-10	291	AAF65843.1 cefotaxime-hydrolyzing beta-lactamase, partial [Escherichia coli]	AF255298	http://www.ncbi.nlm.nih.gov/nuccore/AF255298?from=1&to=873	CTX-M-1-like	2be	A
KJL64335	CTX-M-12	291	KJL64335.1 beta-lactamase [Enterobacter hormaechei subsp. xiangfangensis]	JZXT01000050	http://www.ncbi.nlm.nih.gov/nuccore/JZXT01000050?from=270&to=1145	CTX-M-1-like	2be	A
AAF72531	CTX-M-13	291	AAF72531.1 beta-lactamase CTX-M-13 (plasmid) [Klebsiella pneumoniae]	AF252623	http://www.ncbi.nlm.nih.gov/nuccore/AF252623?from=1&to=876	CTX-M-9-like	2be	A
ABN64105	CTX-M-14	291	ABN64105.1 beta-lactamase CTX-M-14 [Citrobacter freundii]	EF416289	http://www.ncbi.nlm.nih.gov/nuccore/EF416289?from=1&to=876	CTX-M-9-like		N ( *Kluyvera sp. N03-0458)
AEQ20893	CTX-M-15	291	AEQ20893.1 CTX-M15 [Acinetobacter baumannii]	JN788266	http://www.ncbi.nlm.nih.gov/nuccore/JN788266?from=2702&to=3577	CTX-M-1-like	2be	A
AAK32961	CTX-M-16	291	AAK32961.1 beta-lactamase CTX-M-16 [Escherichia coli]	AY029068	http://www.ncbi.nlm.nih.gov/nuccore/AY029068?from=1&to=876	CTX-M-9-like	2be	A
AAK71471	CTX-M-17	291	AAK71471.1 beta-lactamase CTX-M-17 (plasmid) [Klebsiella pneumoniae]	AY033516	http://www.ncbi.nlm.nih.gov/nuccore/AY033516?from=2836&to=3711	CTX-M-9-like	2be	A
CDF31571	CTX-M-19	291	CDF31571.1 extended-spectrum beta-lactamase CTX-M-19 (plasmid) [Escherichia coli]	HG000669	http://www.ncbi.nlm.nih.gov/nuccore/HG000669?from=1550&to=2425	CTX-M-9-like	2be	A
CAC95175	CTX-M-20	291	CAC95175.1 CTX-M-20 beta-lactamase [Proteus mirabilis]	AJ416344	http://www.ncbi.nlm.nih.gov/nuccore/AJ416344?from=304&to=1179	CTX-M-2-like	2be	A
CAD08929	CTX-M-21	291	CAD08929.1 CTX-M-21 beta-lactamase [Escherichia coli]	AJ416346	http://www.ncbi.nlm.nih.gov/nuccore/AJ416346?from=557&to=1432	CTX-M-9-like	2be	A
AAX58181	CTX-M-22	291	AAX58181.1 beta-lactamase CTX-M-22 (plasmid) [Enterobacter cloacae]	AY954529	http://www.ncbi.nlm.nih.gov/nuccore/AY954529?from=1&to=876	CTX-M-1-like	2be	A
AAL99990	CTX-M-23	291	AAL99990.1 CTX-M type beta-lactamase [Escherichia coli]	AF488377	http://www.ncbi.nlm.nih.gov/nuccore/AF488377?from=63&to=938	CTX-M-1-like	2be	A
ABN48310	CTX-M-24	291	ABN48310.1 beta-lactamase CTX-M-24 [Escherichia coli]	EF374096	http://www.ncbi.nlm.nih.gov/nuccore/EF374096?from=1&to=876	CTX-M-9-like	2be	A
AAM70498	CTX-M-25	291	AAM70498.1 beta-lactamase CTX-M-25 [Escherichia coli]	AF518567	http://www.ncbi.nlm.nih.gov/nuccore/AF518567?from=2321&to=3196	CTX-M-25-like	2be	A
AAN75444	CTX-M-26	291	AAN75444.1 CTX-M-26 beta-lactamase [Klebsiella pneumoniae]	AY157676	http://www.ncbi.nlm.nih.gov/nuccore/AY157676?from=1&to=876	CTX-M-25-like	2be	A
AAO61597	CTX-M-27	291	AAO61597.1 beta-lactamase CTX-M-27 [Escherichia coli]	AY156923	http://www.ncbi.nlm.nih.gov/nuccore/AY156923?from=1&to=876	CTX-M-9-like	2be	A
ABS12043	CTX-M-28	291	ABS12043.1 CTX-M beta-lactamase [Escherichia coli]	EF545555	http://www.ncbi.nlm.nih.gov/nuccore/EF545555?from=1&to=876	CTX-M-1-like	2be	A
AAP22736	CTX-M-29	291	AAP22736.1 beta-lactamase CTX-M-29 [Escherichia coli]	AY267213	http://www.ncbi.nlm.nih.gov/nuccore/AY267213?from=1&to=876	CTX-M-1-like	2be	A
AAP43508	CTX-M-30	291	AAP43508.1 CTX-M-30 beta-lactamase (plasmid) [Citrobacter freundii]	AY292654	http://www.ncbi.nlm.nih.gov/nuccore/AY292654?from=1&to=876	CTX-M-1-like	2be	A
CAD99182	CTX-M-31	291	CAD99182.1 beta-lactamase CTX-M-31 [Escherichia coli]	AJ567482	http://www.ncbi.nlm.nih.gov/nuccore/AJ567482?from=1&to=876	CTX-M-2-like	2be	A
AOG15804	CTX-M-32	291	AOG15804.1 class A extended spectrum beta-lactamase CTX-M-32 [Escherichia coli]	KT459669	http://www.ncbi.nlm.nih.gov/nuccore/KT459669?from=1&to=876	CTX-M-1-like	2be	A
AAO88912	CTX-M-33	291	AAO88912.1 CTX-M-33 beta-lactamase (plasmid) [Escherichia coli]	AY238472	http://www.ncbi.nlm.nih.gov/nuccore/AY238472?from=13&to=888&strand=2	CTX-M-1-like	2be	A
AAR99493	CTX-M-34	291	AAR99493.1 extended-spectrum beta-lactamase CTX-M-34 [Escherichia coli]	AY515297	http://www.ncbi.nlm.nih.gov/nuccore/AY515297?from=1&to=876	CTX-M-1-like	2be	A
BAD83774	CTX-M-35	291	BAD83774.1 beta-lactamase CTX-M-35 [Escherichia coli]	AB176533	http://www.ncbi.nlm.nih.gov/nuccore/AB176533?from=1&to=876	CTX-M-2-like	2be	A
SAD14715	CTX-M-36	291	SAD14715.1 Beta-lactamase [Enterobacter hormaechei]	FKBV01000019	http://www.ncbi.nlm.nih.gov/nuccore/FKBV01000019?from=16265&to=17140	CTX-M-1-like	2be	A
AAT70415	CTX-M-37	291	AAT70415.1 CTX-M-37 beta-lactamase (plasmid) [Enterobacter cloacae]	AY649755	http://www.ncbi.nlm.nih.gov/nuccore/AY649755?from=1641&to=2516	CTX-M-1-like	2be	N ( *Kluyvera cryocrescens )
AAV70602	CTX-M-38	291	AAV70602.1 beta lactamase CTX-M-38 (plasmid) [Klebsiella pneumoniae]	AY822595	http://www.ncbi.nlm.nih.gov/nuccore/AY822595?from=23&to=898	CTX-M-9-like	2be	A
AKJ18890	CTX-M-39	291	AKJ18890.1 Beta-lactamase (plasmid) [Citrobacter freundii]	KP975074	http://www.ncbi.nlm.nih.gov/nuccore/KP975074?from=91833&to=92708&strand=2	CTX-M-25-like	2be	A
AAV28215	CTX-M-40	290	AAV28215.2 beta-lactamase CTX-M-40 [Escherichia coli]	AY750914	http://www.ncbi.nlm.nih.gov/nuccore/AY750914?from=207&to=1079	CTX-M-8-like	2be	A
AAY43008	CTX-M-41	291	AAY43008.1 beta-lactamase CTX-M-41 [Proteus mirabilis]	DQ023162	http://www.ncbi.nlm.nih.gov/nuccore/DQ023162?from=1&to=876	CTX-M-25-like	2be	A
AAY84742	CTX-M-42	291	AAY84742.1 extended-spectrum beta-lactamase CTX-M-42 (plasmid) [Escherichia coli]	DQ061159	http://www.ncbi.nlm.nih.gov/nuccore/DQ061159?from=347&to=1222	CTX-M-1-like	2be	A
AAZ14955	CTX-M-43	291	AAZ14955.1 beta-lactamase CTX-M-43 [Acinetobacter baumannii]	DQ102702	http://www.ncbi.nlm.nih.gov/nuccore/DQ102702?from=1&to=876	CTX-M-2-like	2be	A
BAA07082	CTX-M-44	291	BAA07082.1 beta-lactamase (Toho-1) [Escherichia coli]	D37830	http://www.ncbi.nlm.nih.gov/nuccore/D37830?from=91&to=966	CTX-M-2-like	2be	A
BAA28282	CTX-M-45*	289	BAA28282.1 beta-lactamase (plasmid) [Escherichia coli]	D89862	http://www.ncbi.nlm.nih.gov/nuccore/D89862?from=112&to=981	CTX-M-9-like	2be	A
AAV97956	CTX-M-46	291	AAV97956.1 CTX-M type extended spectrum beta-lactamase (plasmid) [Klebsiella pneumoniae]	AY847147	http://www.ncbi.nlm.nih.gov/nuccore/AY847147?from=82&to=957	CTX-M-9-like	2be	A
AAV97952	CTX-M-47	291	AAV97952.1 CTX-M type extended spectrum beta-lactamase (plasmid) [Escherichia coli]	AY847143	http://www.ncbi.nlm.nih.gov/nuccore/AY847143?from=83&to=958	CTX-M-9-like	2be	A
AAV97953	CTX-M-48	291	AAV97953.1 CTX-M type extended spectrum beta-lactamase (plasmid) [Klebsiella pneumoniae]	AY847144	http://www.ncbi.nlm.nih.gov/nuccore/AY847144?from=82&to=957	CTX-M-9-like	2be	A
AAV97954	CTX-M-49	291	AAV97954.1 CTX-M type extended spectrum beta-lactamase (plasmid) [Klebsiella pneumoniae]	AY847145	http://www.ncbi.nlm.nih.gov/nuccore/AY847145?from=82&to=957	CTX-M-9-like	2be	A
AAV97955	CTX-M-50	291	AAV97955.1 CTX-M type extended spectrum beta-lactamase (plasmid) [Klebsiella pneumoniae]	AY847146	http://www.ncbi.nlm.nih.gov/nuccore/AY847146?from=83&to=958	CTX-M-9-like	2be	A
ABA62022	CTX-M-51	291	ABA62022.1 CTX-M-51 beta-lactamase (plasmid) [Escherichia coli]	DQ211987	http://www.ncbi.nlm.nih.gov/nuccore/DQ211987?from=1&to=876	CTX-M-9-like	2be	A
ABB17185	CTX-M-52	291	ABB17185.1 CTX-M-52 beta-lactamase (plasmid) [Klebsiella pneumoniae]	DQ223685	http://www.ncbi.nlm.nih.gov/nuccore/DQ223685?from=1&to=876	CTX-M-1-like	2be	A
ABB72225	CTX-M-53	291	ABB72225.1 extended-spectrum beta-lactamase CTX-M-53 (plasmid) [Salmonella enterica subsp. enterica serovar Westhampton]	DQ268764	http://www.ncbi.nlm.nih.gov/nuccore/DQ268764?from=5892&to=6767	CTX-M-1-like	2be	A
ABC18328	CTX-M-54	291	ABC18328.3 extended-spectrum beta-lactamase CTX-M-54 [Klebsiella pneumoniae]	DQ303459	http://www.ncbi.nlm.nih.gov/nuccore/DQ303459?from=2175&to=3050	CTX-M-1-like	2be	A
ABI34705	CTX-M-55	291	ABI34705.1 extended-spectrum beta-lactamase (plasmid) [Escherichia coli]	DQ885477	http://www.ncbi.nlm.nih.gov/nuccore/DQ885477?from=1&to=876	CTX-M-1-like	2be	A
